header,section,header_id,section_id,content,section_es,content_es,src_url,kb_url,kb_url_es,header_es
Physical Education (PE),Section J: IEP Team Meeting Notes,physical_education_,J,"Physical Education (PE) is when a student does activities and exercises to help with their body movements and coordination skills. These activities are part of a plan called an Individualized Education Program (IEP) to support the student's learning needs. PE can include things like learning to balance, move around, and use tools to help with movement. The exercises can be done in different places like the classroom, at home, or with a group or by themselves. The goal is to help the student improve their physical abilities and skills.",Sección J: Notas de la reunión del equipo del IEP,"La educación física (PE) es cuando un estudiante realiza actividades y ejercicios para mejorar sus movimientos corporales y sus habilidades de coordinación. Estas actividades forman parte de un plan llamado Programa de educación individualizado (IEP, por sus siglas en inglés) para apoyar las necesidades de aprendizaje del estudiante. La educación física puede incluir cosas como aprender a mantener el equilibrio, a moverse y a usar herramientas que lo ayuden a moverse. Los ejercicios se pueden hacer en diferentes lugares, como el aula, en casa, en grupo o solos. El objetivo es ayudar al estudiante a mejorar sus habilidades y destrezas físicas.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=52,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/physical_education,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/physical_education,Educación Física (PE)
Parent Input,Section J: IEP Team Meeting Notes,parent_input,J,"Parent input is information provided by a parent about their child's needs and educational performance during meetings about their child's special education services. Parents can share their thoughts on whether they believe their child still has a disability that requires special education services, as well as any new information about their child's performance in school, at home, or in the community. Parents also have the right to request meetings to discuss their child's Individualized Education Program and participate in the planning process. This input is important for making sure the IEP team understands the child's needs and can create a plan that best supports the child's learning.",Sección J: Notas de la reunión del equipo del IEP,"La opinión de los padres es la información proporcionada por un padre sobre las necesidades y el rendimiento educativo de sus hijos durante las reuniones sobre los servicios de educación especial de sus hijos. Los padres pueden compartir sus opiniones sobre si creen que su hijo todavía tiene una discapacidad que requiere servicios de educación especial, así como cualquier información nueva sobre el desempeño de sus hijos en la escuela, el hogar o la comunidad. Los padres también tienen derecho a solicitar reuniones para hablar sobre el programa educativo individualizado de sus hijos y participar en el proceso de planificación. Esta información es importante para garantizar que el equipo del IEP comprenda las necesidades del niño y pueda crear el plan que mejor apoye el aprendizaje del niño.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=6,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/parent_input,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/parent_input,Entrada de los padres
Educational Team Inputs,Section J: IEP Team Meeting Notes,educational_team_inputs,J,"Educational Team Inputs are the different people who help make decisions about your child's education. These include the general education teacher, school principal, and other individuals with special knowledge about your child. They work together to create a plan that will help your child succeed in school. It's important for you to share your thoughts and ideas too because you know your child best.",Sección J: Notas de la reunión del equipo del IEP,"Los aportes del equipo educativo son las diferentes personas que ayudan a tomar decisiones sobre la educación de su hijo. Estas incluyen al maestro de educación general, al director de la escuela y a otras personas con conocimientos especiales sobre su hijo. Trabajan juntos para crear un plan que ayude a su hijo a tener éxito en la escuela. También es importante que comparta sus pensamientos e ideas porque es quien mejor conoce a su hijo.",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=4,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/educational_team_inputs,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/educational_team_inputs,Aportaciones del equipo educativo
Assistive Technology,Section J: IEP Team Meeting Notes,assistive_technology,J,"Assistive Technology (AT) means tools or devices that help students with special needs succeed in school. These tools can include things like special apps, computers, or equipment that make learning easier for the student. The goal of using AT is to help the student achieve their educational goals. Someone at the school is responsible for getting the AT device and making sure it's available for the student to use. The person responsible for learning how to use the device is also important. Training may be needed for people who will be using the device to make sure they know how to use it properly. The location where the device will be kept and the support provided, like setting it up or recharging it, is also considered. Overall, Assistive Technology is all about using tools to support students with special needs in their learning.",Sección J: Notas de la reunión del equipo del IEP,"La tecnología de asistencia (AT) se refiere a herramientas o dispositivos que ayudan a los estudiantes con necesidades especiales a tener éxito en la escuela. Estas herramientas pueden incluir cosas como aplicaciones, computadoras o equipos especiales que facilitan el aprendizaje del estudiante. El objetivo de usar la AT es ayudar al estudiante a alcanzar sus metas educativas. Alguien de la escuela es responsable de obtener el dispositivo AT y de asegurarse de que esté disponible para que el estudiante lo use. La persona responsable de aprender a usar el dispositivo también es importante. Es posible que sea necesario capacitar a las personas que van a usar el dispositivo para asegurarse de que saben cómo usarlo correctamente. También se tiene en cuenta la ubicación en la que se guardará el dispositivo y el soporte que se le brindará, como configurarlo o recargarlo. En general, la tecnología de asistencia consiste en utilizar herramientas para ayudar a los estudiantes con necesidades especiales en su aprendizaje.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=50,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/assistive_technology,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/assistive_technology,Tecnología de asistencia
English Language Needs of Student,Section J: IEP Team Meeting Notes,english_language_needs_of_student,J,"When thinking about the English language needs of your child, it's important to consider how they are progressing in learning English. If your child is still learning English, one of the goals on their plan should focus on improving their English skills. This goal should be specific, measurable, and connected to where your child is currently at in their English abilities. The goal should include who will help your child, what they will do to improve, when they aim to achieve this by, the conditions in which they will work on it, how well they need to do, and how progress will be measured.

Additionally, if your child is 16 years or older, there should be a goal on their plan that focuses on planning for their transition to life after high school, whether it is further education, employment, or independent living. This goal should be tailored to your child's needs and abilities.

Remember, the goals on your child's plan should cover different areas like academic subjects, behavior, social skills, and English language development if needed. Each goal should have specific objectives to help your child work towards achieving them. It's important that the goals are clear, achievable, and based on where your child is starting from.

The people responsible for helping your child reach these goals should be listed on the plan. It's crucial that your child's progress is reviewed regularly, and adjustments are made to the plan as needed to ensure they are making the best possible progress.",Sección J: Notas de la reunión del equipo del IEP,"Al pensar en las necesidades lingüísticas de su hijo, es importante tener en cuenta cómo está progresando en el aprendizaje del inglés. Si su hijo todavía está aprendiendo inglés, una de las metas de su plan debe centrarse en mejorar sus habilidades en inglés. Esta meta debe ser específica, medible y estar relacionada con el nivel actual de inglés de su hijo. La meta debe incluir quién ayudará a su hijo, qué hará para mejorar, cuándo se propondrá lograrlo, las condiciones en las que trabajará para lograrlo, qué tan bien tendrá que hacerlo y cómo se medirá su progreso.

Además, si su hijo tiene 16 años o más, su plan debe incluir una meta que se centre en planificar su transición a la vida después de la escuela secundaria, ya sea continuar con la educación, trabajar o vivir de forma independiente. Esta meta debe adaptarse a las necesidades y capacidades de su hijo.

Recuerde que las metas del plan de su hijo deben cubrir diferentes áreas, como las materias académicas, el comportamiento, las habilidades sociales y el desarrollo del idioma inglés, si es necesario. Cada meta debe tener objetivos específicos para ayudar a su hijo a trabajar para lograrlos. Es importante que las metas sean claras, alcanzables y que se basen en el punto de partida de su hijo.

Las personas responsables de ayudar a su hijo a alcanzar estas metas deben figurar en el plan. Es crucial que el progreso de su hijo se revise con regularidad y que se realicen los ajustes necesarios en el plan para garantizar que esté progresando de la mejor manera posible.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=26,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/english_language_needs_of_student,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/english_language_needs_of_student,Necesidades de idioma inglés del estudiante
Student's Behavior Needs (BIP),Section J: IEP Team Meeting Notes,student's_behavior_needs_,J,"The behavior needs for a student are about figuring out how to help them with their actions that might be getting in the way of learning. The IEP team looks at how often the behavior happens and how serious it is to decide what kind of help the student needs. They might suggest changes to the school environment, teach new behaviors, set goals, or refer the student to additional services. Based on the results of the assessment, a plan to help improve the behavior will be developed, and a meeting may be scheduled to work on it if needed.",Sección J: Notas de la reunión del equipo del IEP,"Las necesidades de comportamiento de un estudiante consisten en averiguar cómo ayudarlo con las acciones que podrían obstaculizar el aprendizaje. El equipo del IEP analiza con qué frecuencia se produce la conducta y qué tan grave es para decidir qué tipo de ayuda necesita el estudiante. Podrían sugerir cambios en el entorno escolar, enseñar nuevos comportamientos, establecer metas o remitir al estudiante a servicios adicionales. Sobre la base de los resultados de la evaluación, se elaborará un plan para ayudar a mejorar el comportamiento y, de ser necesario, se podría programar una reunión para trabajar en él.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=103,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/student's_behavior_needs,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/student's_behavior_needs,Necesidades de comportamiento del estudiante (BIP)
Goals Review and Development,Section J: IEP Team Meeting Notes,goals_review_and_development,J,"In simple terms, during the goals review and development process in an Individualized Education Plan (IEP), the team can create new goals from scratch or choose from pre-made templates called goal banks. It's important to customize the goals to fit the student's specific needs and make sure they are measurable and clear.

When reviewing progress on previous goals, you can keep them in the IEP document for reference while adding new goals based on the team's decisions. Each goal should address areas of need identified in the student's performance, and there should be someone responsible for implementing and monitoring each goal.

Goals should be developed based on the student's disability, current abilities, and potential for growth. They should be measurable, achievable, and related to the student's needs, such as reading, writing, math, or speech. It's recommended to create ""SMART goals"" that are Specific, Measurable, Attainable, Results-Oriented, and Time-bound.

Different team members, such as special education teachers or speech therapists, may be responsible for carrying out specific goals. It's essential to clearly define who will provide each service and where and how it will be delivered.

Overall, the IEP goals are designed to help your child make progress in their education and address their individual needs, with input from both parents and school staff.",Sección J: Notas de la reunión del equipo del IEP,"En pocas palabras, durante el proceso de revisión y desarrollo de las metas en un Plan Educativo Individualizado (IEP), el equipo puede crear nuevas metas desde cero o elegir entre plantillas prediseñadas denominadas bancos de metas. Es importante personalizar las metas para que se ajusten a las necesidades específicas del estudiante y asegurarse de que sean mensurables y claras.

Al revisar el progreso en relación con las metas anteriores, puedes guardarlas en el documento del IEP como referencia y, al mismo tiempo, agregar nuevas metas en función de las decisiones del equipo. Cada meta debe abordar las áreas de necesidad identificadas en el desempeño del estudiante, y debe haber una persona responsable de implementar y supervisar cada meta.

Las metas deben desarrollarse en función de la discapacidad del estudiante, sus habilidades actuales y su potencial de crecimiento. Deben ser medibles, alcanzables y estar relacionadas con las necesidades del estudiante, como la lectura, la escritura, las matemáticas o el habla. Se recomienda crear «metas INTELIGENTES» que sean específicas, mensurables, alcanzables, orientadas a los resultados y con plazos determinados.

Los diferentes miembros del equipo, como los maestros de educación especial o los logopedas, pueden ser responsables de lograr objetivos específicos. Es fundamental definir claramente quién prestará cada servicio y dónde y cómo se prestará.

En general, las metas del IEP están diseñadas para ayudar a su hijo a progresar en su educación y abordar sus necesidades individuales, con el aporte de los padres y del personal escolar.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=40,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/goals_review_and_development,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/goals_review_and_development,Revisión y desarrollo de objetivos
Measurable Goals and Objectives,Section J: IEP Team Meeting Notes,measurable_goals_and_objectives,J,"Measurable goals and objectives in an Individualized Education Plan (IEP) are like targets that show what your child should be able to do in a year. These goals are based on your child's needs as well as what they can already do and can improve on. The goals should be clear, specific, and easy to measure to see how well your child is progressing. They can focus on things like reading, writing, math, or speech, depending on what your child needs help with. These goals are usually developed by a team that includes you, teachers, and other school staff. The goals should be written in a way that anyone can understand and know who is responsible for helping your child reach them.",Sección J: Notas de la reunión del equipo del IEP,"Las metas y los objetivos medibles de un plan educativo individualizado (IEP) son como las metas que muestran lo que su hijo debería poder hacer en un año. Estas metas se basan en las necesidades de su hijo, así como en lo que ya puede hacer y en lo que puede mejorar. Las metas deben ser claras, específicas y fáciles de medir para ver qué tan bien está progresando su hijo. Pueden centrarse en cosas como la lectura, la escritura, las matemáticas o el habla, según con qué necesite ayuda su hijo. Por lo general, estas metas las desarrolla un equipo que lo incluye a usted, a los maestros y al resto del personal de la escuela. Las metas deben escribirse de manera que cualquier persona pueda entenderlas y saber quién es responsable de ayudar a su hijo a alcanzarlas.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=42,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/measurable_goals_and_objectives,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/measurable_goals_and_objectives,Metas y objetivos medibles
Agreement to All Parts of the IEP,Section J: IEP Team Meeting Notes,agreement_to_all_parts_of_the_iep,J,"Agreement to All Parts of the IEP means that all the people at the meeting, including parents, agree with everything in the plan for the child. It's important that everyone is on the same page and approves of what's being decided for the student's education.",Sección J: Notas de la reunión del equipo del IEP,"La aceptación de todas las partes del IEP significa que todas las personas presentes en la reunión, incluidos los padres, están de acuerdo con todos los aspectos del plan para el niño. Es importante que todos estén de acuerdo y aprueben lo que se decide para la educación del estudiante.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=1,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/agreement_to_all_parts_of_the_iep,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/agreement_to_all_parts_of_the_iep,Acuerdo sobre todas las partes del IEP
Agreement with Exceptions,Section J: IEP Team Meeting Notes,agreement_with_exceptions,J,"Agreement with Exceptions is when parents of a child with a disability and the school agree that a specific member of the IEP team doesn't need to come to the meeting. This is okay if what the team member works on isn't being changed or talked about in the meeting. The parent and school both need to say it's okay for the team member to not come, and the team member should share their thoughts in writing before the meeting. It has to be written down that everyone agrees.",Sección J: Notas de la reunión del equipo del IEP,"El acuerdo con excepciones es cuando los padres de un niño con una discapacidad y la escuela acuerdan que un miembro específico del equipo del IEP no necesita asistir a la reunión. Esto está bien si en la reunión no se cambia ni se habla de lo que trabaja el miembro del equipo. Tanto los padres como la escuela deben decir que está bien que el miembro del equipo no venga, y el miembro del equipo debe compartir sus opiniones por escrito antes de la reunión. Hay que anotar que todos están de acuerdo.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=15,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/agreement_with_exceptions,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/agreement_with_exceptions,Acuerdo con excepciones
Decline of Services,Section J: IEP Team Meeting Notes,decline_of_services,J,"When services are declined in special education, it means that the student won't receive certain supports or programs that were originally offered to help them in school. This decision might be made by the team that creates the student's Individualized Education Plan (IEP). The team could decide that the student no longer needs a particular service, or it may not be the best fit for the student anymore. It's important to discuss these changes with the school to ensure the student's needs are being met properly.",Sección J: Notas de la reunión del equipo del IEP,"Cuando se rechazan los servicios de educación especial, significa que el estudiante no recibirá ciertos apoyos o programas que se ofrecieron originalmente para ayudarlo en la escuela. Esta decisión puede tomarla el equipo que crea el Plan Educativo Individualizado (IEP) del estudiante. El equipo podría decidir que el estudiante ya no necesita un servicio en particular o que puede que ya no sea el más adecuado para él. Es importante analizar estos cambios con la escuela para garantizar que las necesidades del estudiante se satisfagan adecuadamente.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=85,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/decline_of_services,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/decline_of_services,Declinación de los servicios
Understanding of Eligibility or Ineligibility for Special Education,Section J: IEP Team Meeting Notes,understanding_of_eligibility_or_ineligibility_for_special_education,J,"When the school wants to see if your child needs special education, they will give you a paper with a plan for testing. After the test is done, a meeting with a group of people, including you, will talk about the results and decide if your child should get special help in school. If you don't agree with the test results, you can ask for another test to be done by someone else at no cost to you. The school has to either agree to this or explain why they think it's not needed.

If the team thinks your child needs special help, they will create a plan called an Individualized Education Program (IEP) that outlines the specific support your child will get in school. This plan should be based on what your child needs to succeed in learning. The school will offer different ways to help your child, and it's important to choose what works best for them.

Remember, as a parent, you have the right to be involved in decisions about your child's education and to ask questions if something is unclear.",Sección J: Notas de la reunión del equipo del IEP,"Cuando la escuela quiera ver si su hijo necesita educación especial, le entregarán un documento con un plan para las pruebas. Una vez finalizada la prueba, en una reunión con un grupo de personas, entre las que se incluye usted, se hablará sobre los resultados y se decidirá si su hijo debe recibir ayuda especial en la escuela. Si no está de acuerdo con los resultados de la prueba, puede pedir que otra persona le haga otra prueba sin costo alguno para usted. La escuela tiene que estar de acuerdo con esto o explicar por qué cree que no es necesario.

Si el equipo cree que su hijo necesita ayuda especial, crearán un plan llamado Programa de educación individualizado (IEP) que describa el apoyo específico que recibirá su hijo en la escuela. Este plan debe basarse en lo que su hijo necesita para tener éxito en el aprendizaje. La escuela ofrecerá diferentes maneras de ayudar a su hijo, y es importante elegir la que funcione mejor para él.

Recuerde que, como padre, tiene derecho a participar en las decisiones sobre la educación de su hijo y a hacer preguntas si algo no está claro.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=52,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/understanding_of_eligibility_or_ineligibility_for_special_education,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/understanding_of_eligibility_or_ineligibility_for_special_education,Comprensión de la elegibilidad o inelegibilidad para la educación especial
Authorization for Medi-Cal Billing,Section J: IEP Team Meeting Notes,authorization_for_medi-cal_billing,J,"""Authorization for Medi-Cal Billing"" is about giving permission for the school to use your child's Medi-Cal insurance to pay for any health-related special education services they may need. If you don't give permission, the school still has to provide these services for free. Your consent is good for one year and can be renewed each year at the IEP meeting. The school cannot require you to sign up for any programs or pay any out-of-pocket expenses related to using your child's Medi-Cal benefits for special education services.""",Sección J: Notas de la reunión del equipo del IEP,"La «autorización para la facturación de Medi-Cal» consiste en dar permiso a la escuela para que utilice el seguro Medi-Cal de su hijo para pagar cualquier servicio de educación especial relacionado con la salud que pueda necesitar. Si no das tu permiso, la escuela aún tiene que ofrecer estos servicios de forma gratuita. Su consentimiento es válido por un año y puede renovarse cada año en la reunión del IEP. La escuela no puede exigirle que se inscriba en ningún programa ni que pague ningún gasto de bolsillo relacionado con el uso de los beneficios de Medi-Cal de su hijo para los servicios de educación especial».",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=9,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/authorization_for_medi-cal_billing,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/authorization_for_medi-cal_billing,Autorización para la facturación de Medi-Cal
Parent/Adult Student Acknowledgements,Section J: IEP Team Meeting Notes,parent_adult_student_acknowledgements,J,"These forms are like letters that tell parents or adult students about changes in their child's education. They also provide options for different types of diplomas or certificates. The forms need to be filled out with the student's name, dates, and reasons for the decision made by the school district. There are also sections where parents need to give their consent for things like assessments or access to health benefits. It's important to read and understand these forms before signing them.",Sección J: Notas de la reunión del equipo del IEP,"Estos formularios son como cartas que informan a los padres o a los estudiantes adultos sobre los cambios en la educación de sus hijos. También ofrecen opciones para distintos tipos de diplomas o certificados. Los formularios deben completarse con el nombre del estudiante, las fechas y los motivos de la decisión tomada por el distrito escolar. También hay secciones en las que los padres deben dar su consentimiento para cosas como las evaluaciones o el acceso a los beneficios de salud. Es importante leer y entender estos formularios antes de firmarlos.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=78,https://iep-kb-24839890c1f5.herokuapp.com/kb/J/parent/adult_student_acknowledgements,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/J/parent/adult_student_acknowledgements,Reconocimientos de padres y estudiantes adultos
Initial Plan Review,Section K: Assessment Plan,initial_plan_review,K,"Initial Plan Review means having a meeting to check on a student's progress and make a new plan for what they should learn in the upcoming year. This meeting should happen every year within 365 days of the last meeting. An Eligibility Evaluation is to see if the student still needs special education, while a Plan Review is about setting new goals and services based on test results. In these meetings, the team discusses things like how the student is doing now, what services they need, and where they should learn.",Sección K: Plan de evaluación,"La revisión inicial del plan significa tener una reunión para comprobar el progreso de un estudiante y elaborar un nuevo plan sobre lo que debe aprender el próximo año. Esta reunión debe celebrarse todos los años dentro de los 365 días de la última reunión. Una evaluación de elegibilidad consiste en ver si el estudiante aún necesita educación especial, mientras que una revisión del plan consiste en establecer nuevas metas y servicios en función de los resultados de las pruebas. En estas reuniones, el equipo analiza aspectos como la situación actual del estudiante, los servicios que necesita y dónde debe aprender.",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=8,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/initial_plan_review,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/initial_plan_review,Revisión inicial del plan
Eligibility Evaluation,Section K: Assessment Plan,eligibility_evaluation,K,"Eligibility Evaluation is a meeting to decide if a student still needs special education services. It happens every three years. The team will review assessment results and make a new plan. It's important for making sure the student is getting the right help. If more assessment is needed, the team will create a plan to gather more information. If the team decides no more assessment is needed, they will explain why in the meeting. It's important for parents to be involved in these discussions.",Sección K: Plan de evaluación,"La evaluación de elegibilidad es una reunión para decidir si un estudiante aún necesita servicios de educación especial. Se lleva a cabo cada tres años. El equipo revisará los resultados de la evaluación y elaborará un nuevo plan. Es importante para asegurarse de que el estudiante reciba la ayuda adecuada. Si es necesario realizar más evaluaciones, el equipo elaborará un plan para recopilar más información. Si el equipo decide que no es necesario realizar más evaluaciones, explicará el motivo en la reunión. Es importante que los padres participen en estas conversaciones.",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=25,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/eligibility_evaluation,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/eligibility_evaluation,Evaluación de elegibilidad
Other,Section K: Assessment Plan,other,K,"An Individualized Education Plan (IEP) is a special plan made for a student who needs extra help in school because of a disability or learning challenge. This plan is made by a team of people who know the student well, like teachers, parents, and sometimes therapists.

The IEP plan includes things like special classes, services like occupational or physical therapy, and goals to help the student learn and do well in school. It's a personalized plan that makes sure the student gets the right support they need to succeed in their education.

If you have more questions about IEPs or need help understanding your child's plan, you can talk to your child's school or teacher for more information.",Sección K: Plan de evaluación,"Un plan educativo individualizado (IEP) es un plan especial diseñado para un estudiante que necesita ayuda adicional en la escuela debido a una discapacidad o un problema de aprendizaje. Este plan lo elabora un equipo de personas que conocen bien al estudiante, como los maestros, los padres y, a veces, los terapeutas.

El plan del IEP incluye cosas como clases especiales, servicios como la terapia ocupacional o física, y metas para ayudar al estudiante a aprender y a tener un buen desempeño en la escuela. Es un plan personalizado que garantiza que el estudiante reciba el apoyo adecuado que necesita para tener éxito en su educación.

Si tiene más preguntas sobre los IEP o necesita ayuda para entender el plan de su hijo, puede hablar con la escuela o el maestro de su hijo para obtener más información.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=123,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/other,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/other,Otros
Assessment Plan Date,Section K: Assessment Plan,assessment_plan_date,K,"The Assessment Plan Date is the specific day when the form for evaluating your child is being filled out. This form is important because it helps the school decide how to assess your child's educational needs. The school needs to provide you with this plan before they start any assessments and they need your permission before they can begin. The date on this form is crucial because it shows when the assessment process officially started. So, it's like marking the calendar for when things get going to help your child in school.",Sección K: Plan de evaluación,"La fecha del plan de evaluación es el día específico en que se está llenando el formulario para evaluar a su hijo. Este formulario es importante porque ayuda a la escuela a decidir cómo evaluar las necesidades educativas de su hijo. La escuela debe proporcionarle este plan antes de comenzar cualquier evaluación y necesita su permiso para poder comenzar. La fecha de este formulario es crucial porque muestra cuándo comenzó oficialmente el proceso de evaluación. Por lo tanto, es como marcar en el calendario cuándo van las cosas para ayudar a su hijo en la escuela.",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=11,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/assessment_plan_date,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/assessment_plan_date,Fecha del plan de evaluación
Local Education Agency/District (LEA),Section K: Assessment Plan,local_education_agency_district_,K,"The Local Education Agency/District (LEA) is the school district that oversees creating and implementing Individualized Education Programs (IEPs) for students with disabilities. The LEA is responsible for organizing meetings to develop, review, and update the IEPs to ensure each student gets the education they need. The LEA works with a team that includes parents, teachers, and other professionals to make decisions that benefit the student.",Sección K: Plan de evaluación,"La Agencia/Distrito Educativo Local (LEA) es el distrito escolar que supervisa la creación e implementación de los Programas Educativos Individualizados (IEP) para los estudiantes con discapacidades. La LEA es responsable de organizar reuniones para desarrollar, revisar y actualizar los IEP a fin de garantizar que cada estudiante reciba la educación que necesita. La LEA trabaja con un equipo que incluye a padres, maestros y otros profesionales para tomar decisiones que beneficien al estudiante.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=77,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/local_education_agency/district,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/local_education_agency/district,Agencia/Distrito de Educación Local (LEA)
English Proficiency Level,Section K: Assessment Plan,english_proficiency_level,K,"English Proficiency Level refers to how well a student can understand and speak English. If a student is still learning English, they may need extra help in their classes to understand the lessons. This help could include using their primary language to explain things, especially if they are at the beginning or intermediate levels of English learning. Students who are learning English and have disabilities should get their English language lessons in a regular classroom as much as possible.
In the student's education plan, there should be goals related to improving their English skills if they are still learning the language. The team working on the plan should make sure that the goals are measurable and focus on the student's specific needs. They should also consider any language support the student might need to succeed in school.",Sección K: Plan de evaluación,"El nivel de dominio del inglés se refiere a qué tan bien un estudiante puede entender y hablar inglés. Si un estudiante todavía está aprendiendo inglés, es posible que necesite ayuda adicional en sus clases para entender las lecciones. Esta ayuda podría incluir el uso de su idioma principal para explicar cosas, especialmente si se encuentra en los niveles inicial o intermedio de aprendizaje del inglés. Los estudiantes que están aprendiendo inglés y tienen discapacidades deben recibir sus clases de inglés en un aula normal siempre que sea posible.
En el plan educativo del estudiante, deben figurar metas relacionadas con la mejora de sus habilidades en inglés si todavía están aprendiendo el idioma. El equipo que trabaja en el plan debe asegurarse de que las metas sean mensurables y centrarse en las necesidades específicas del estudiante. También deben considerar cualquier apoyo lingüístico que el estudiante pueda necesitar para tener éxito en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=26,https://iep-kb-24839890c1f5.herokuapp.com/kb/K/english_proficiency_level,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/K/english_proficiency_level,Nivel de dominio del inglés
